"DATA","HORA","NATUREZA_ACIDENTE","SITUACAO","BAIRRO","AUTO","MOTO","CICLOM","CICLISTA","PEDESTRE","ONIBUS","CAMINHAO","VIATURA","OUTROS","VITIMAS","TEMPO_CLIMA","SINALIZACAO","CONDICAO_VIA","CONSERVACAO_VIA","MAO_DIRECAO","TIPO","ACIDENTE_VERIFICADO","RPA","REGIAO"
"2019-03-18","17:07:00","SEM VÍTIMA","FINALIZADA","ESTÂNCIA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-18","18:11:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-18","18:41:00","SEM VÍTIMA","FINALIZADA","CAXANGÁ","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-18","19:04:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-18","19:23:00","COM VÍTIMA","FINALIZADA","SÃO JOSÉ","0","1","0","0","0","0","1","0","0","1","Bom","Incompleta","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-18","19:47:00","COM VÍTIMA","FINALIZADA","JORDÃO","0","1","0","0","0","1","0","0","0","1","Bom","Não existente","Seca","Mal conservada","Dupla","","","0",""
"2019-03-18","20:21:00","COM VÍTIMA","FINALIZADA","COHAB","1","1","0","0","0","0","0","0","0","1","Bom","Incompleta","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-03-18","20:38:00","SEM VÍTIMA","CANCELADA","AFLITOS","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-03-18","22:35:00","COM VÍTIMA","FINALIZADA","TAMARINEIRA","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","06:42:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","Mal conservada","OUTROS","","","0",""
"2019-03-19","06:49:00","SEM VÍTIMA","FINALIZADA","SÃO JOSÉ","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-19","06:51:00","SEM VÍTIMA","FINALIZADA","CASA FORTE","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-19","07:04:00","SEM VÍTIMA","FINALIZADA","CIDADE UNIVERSITÁRIA","1","1","0","0","0","0","0","0","0","0","Bom","Ilegível","Seca","Mal conservada","Dupla","","","0",""
"2019-03-19","08:02:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-03-19","08:07:00","COM VÍTIMA","FINALIZADA","CASA AMARELA","1","1","0","0","0","0","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","08:11:00","SEM VÍTIMA","CANCELADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-03-19","08:31:00","SEM VÍTIMA","CANCELADA","IMBIRIBEIRA","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-03-19","08:48:00","COM VÍTIMA","FINALIZADA","IPSEP","1","1","0","0","0","0","0","0","0","1","Bom","Não existente","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-03-19","09:04:00","COM VÍTIMA","FINALIZADA","PORTO DA MADEIRA","0","1","0","0","1","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-03-19","09:07:00","SEM VÍTIMA","FINALIZADA","DERBY","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-19","09:24:00","SEM VÍTIMA","FINALIZADA","ILHA DO LEITE","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","1","CENTRO"
"2019-03-19","10:06:00","SEM VÍTIMA","FINALIZADA","CORDEIRO","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-03-19","10:44:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-19","11:12:00","SEM VÍTIMA","FINALIZADA","ESTÂNCIA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-19","11:34:00","SEM VÍTIMA","FINALIZADA","DERBY","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-19","11:35:00","SEM VÍTIMA","FINALIZADA","DERBY","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","11:51:00","SEM VÍTIMA","CANCELADA","ESTÂNCIA","1","0","0","0","0","0","1","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-03-19","12:07:00","SEM VÍTIMA","CANCELADA","NOVA DESCOBERTA","0","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-03-19","12:08:00","COM VÍTIMA","FINALIZADA","SÃO JOSÉ","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-03-19","12:16:00","SEM VÍTIMA","FINALIZADA","MADALENA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-03-19","12:41:00","COM VÍTIMA","FINALIZADA","CASA FORTE","2","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-19","12:42:00","SEM VÍTIMA","FINALIZADA","AFLITOS","2","0","0","0","0","0","0","0","1","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","12:44:00","SEM VÍTIMA","CANCELADA","SANTO AMARO","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-03-19","12:53:00","SEM VÍTIMA","FINALIZADA","ENCRUZILHADA","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-03-19","13:30:00","SEM VÍTIMA","CANCELADA","ESTÂNCIA","1","0","0","0","0","0","1","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-03-19","13:36:00","SEM VÍTIMA","FINALIZADA","PINA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-19","13:43:00","SEM VÍTIMA","CANCELADA","COELHOS","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-03-19","13:58:00","SEM VÍTIMA","FINALIZADA","TORREÃO","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-19","15:07:00","SEM VÍTIMA","FINALIZADA","CASA AMARELA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","15:13:00","SEM VÍTIMA","FINALIZADA","PAISSANDU","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-19","15:30:00","SEM VÍTIMA","FINALIZADA","MACAXEIRA","0","0","0","0","0","0","2","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","16:00:00","SEM VÍTIMA","FINALIZADA","MADALENA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-03-19","16:03:00","COM VÍTIMA","FINALIZADA","BOA VIAGEM","0","1","0","0","0","0","1","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-19","16:48:00","SEM VÍTIMA","FINALIZADA","TAMARINEIRA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-19","17:26:00","COM VÍTIMA","FINALIZADA","SAN MARTIN","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-03-19","18:09:00","SEM VÍTIMA","FINALIZADA","GRAÇAS","1","0","0","0","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-03-19","18:10:00","SEM VÍTIMA","CANCELADA","IMBIRIBEIRA","1","0","0","0","0","0","1","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-03-19","18:54:00","SEM VÍTIMA","FINALIZADA","IPSEP","1","0","0","0","0","0","1","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-03-19","20:16:00","SEM VÍTIMA","FINALIZADA","ÁGUA FRIA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-19","22:16:00","SEM VÍTIMA","FINALIZADA","TAMARINEIRA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-19","22:29:00","SEM VÍTIMA","FINALIZADA","DERBY","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-20","07:35:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","1","0","0","0","0","0","1","0","0","0","Bom","Não existente","Seca","Perfeito estado","Única","","","0",""
"2019-03-20","07:42:00","SEM VÍTIMA","FINALIZADA","SÃO JOSÉ","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","Mal conservada","Única","","","0",""
"2019-03-20","08:23:00","SEM VÍTIMA","FINALIZADA","BAIRRO DO RECIFE","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-03-20","08:37:00","COM VÍTIMA","FINALIZADA","CASA FORTE","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-20","09:04:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-20","09:08:00","SEM VÍTIMA","FINALIZADA","SANTO AMARO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-20","09:13:00","SEM VÍTIMA","DUPLICIDADE","BOA VIAGEM","1","0","0","0","0","1","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-03-20","09:36:00","SEM VÍTIMA","CANCELADA","ESPINHEIRO","1","0","0","0","0","1","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-03-20","10:34:00","COM VÍTIMA","FINALIZADA","PINA","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-20","10:36:00","SEM VÍTIMA","FINALIZADA","DERBY","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-20","11:05:00","COM VÍTIMA","FINALIZADA","CASA FORTE","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-20","11:06:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-20","11:36:00","SEM VÍTIMA","FINALIZADA","PINA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-20","11:48:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-20","12:14:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","2","0","0","0","0","0","0","0","0","0","Bom","OUTROS","OUTROS","OUTROS","Única","","","3","NOROESTE"
"2019-03-20","12:56:00","SEM VÍTIMA","FINALIZADA","ILHA DO RETIRO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-20","13:13:00","COM VÍTIMA","FINALIZADA","ILHA DO LEITE","0","1","0","0","0","1","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-20","13:43:00","SEM VÍTIMA","FINALIZADA","ÁGUA FRIA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-20","14:04:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-20","14:11:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-03-20","15:11:00","SEM VÍTIMA","CANCELADA","AFOGADOS","1","0","0","0","0","0","1","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","5","SUDOESTE"
"2019-03-20","16:05:00","SEM VÍTIMA","FINALIZADA","ILHA DO RETIRO","1","0","0","0","0","0","1","0","0","0","Bom","Ilegível","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-20","16:14:00","COM VÍTIMA","FINALIZADA","IMBIRIBEIRA","1","1","0","0","0","0","0","0","0","1","Bom","Ilegível","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-03-20","16:18:00","COM VÍTIMA","FINALIZADA","BONGI","0","2","0","0","0","0","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-03-20","16:30:00","SEM VÍTIMA","CANCELADA","ARRUDA","1","1","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","2","NORTE"
"2019-03-20","16:44:00","SEM VÍTIMA","FINALIZADA","SANTO AMARO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","1","CENTRO"
"2019-03-20","16:46:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-20","18:04:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","0","0","0","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-20","18:24:00","SEM VÍTIMA","CANCELADA","BEBERIBE","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","2","NORTE"
"2019-03-20","19:52:00","COM VÍTIMA","FINALIZADA","CAMPO GRANDE","1","1","0","0","0","0","0","0","0","1","Bom","OUTROS","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-03-20","21:50:00","SEM VÍTIMA","FINALIZADA","IPUTINGA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-20","22:31:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","1","0","0","0","0","0","0","1","0","0","Bom","Incompleta","Seca","Mal iluminada","Única","","","6","SUL"
"2019-03-21","01:52:00","SEM VÍTIMA","FINALIZADA","IPSEP","1","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-03-21","07:20:00","COM VÍTIMA","FINALIZADA","CASA AMARELA","1","0","0","1","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","07:35:00","SEM VÍTIMA","FINALIZADA","CASA AMARELA","1","0","0","0","0","0","1","0","0","0","Bom","Não existente","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","07:53:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-21","08:01:00","SEM VÍTIMA","FINALIZADA","PAISSANDU","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-21","08:05:00","SEM VÍTIMA","FINALIZADA","SANTO AMARO","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-21","08:11:00","COM VÍTIMA","FINALIZADA","COHAB","0","0","0","0","1","1","0","0","0","1","Bom","Não existente","Seca","Mal conservada","Dupla","","","6","SUL"
"2019-03-21","08:20:00","COM VÍTIMA","FINALIZADA","ROSARINHO","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","2","NORTE"
"2019-03-21","08:24:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-21","08:31:00","COM VÍTIMA","FINALIZADA","ILHA DO LEITE","1","1","0","0","1","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-21","08:37:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","1","2","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","08:43:00","COM VÍTIMA","FINALIZADA","ENCRUZILHADA","0","2","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-03-21","08:57:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-21","09:08:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","1","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","OUTROS","","","0",""
"2019-03-21","09:10:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","09:34:00","COM VÍTIMA","CANCELADA","SANTO AMARO","1","1","0","0","0","0","0","0","0","1","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-03-21","10:16:00","SEM VÍTIMA","FINALIZADA","BOA VISTA","2","0","0","0","0","0","0","0","0","0","Bom","OUTROS","Seca","Perfeito estado","Única","","","1","CENTRO"
"2019-03-21","10:40:00","SEM VÍTIMA","FINALIZADA","IBURA","1","1","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Mal conservada","Dupla","","","6","SUL"
"2019-03-21","10:45:00","SEM VÍTIMA","CANCELADA","SANTO AMARO","0","0","0","0","0","0","2","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-03-21","10:56:00","SEM VÍTIMA","FINALIZADA","ARRUDA","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Única","","","2","NORTE"
"2019-03-21","11:08:00","SEM VÍTIMA","FINALIZADA","GRAÇAS","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-03-21","12:11:00","SEM VÍTIMA","FINALIZADA","SÃO JOSÉ","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Única","","","0",""
"2019-03-21","12:13:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","12:20:00","COM VÍTIMA","FINALIZADA","ESPINHEIRO","0","2","0","0","0","0","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","12:23:00","SEM VÍTIMA","FINALIZADA","VASCO DA GAMA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-21","12:55:00","SEM VÍTIMA","FINALIZADA","JAQUEIRA","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","13:32:00","SEM VÍTIMA","FINALIZADA","MADALENA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-21","13:41:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","Mal conservada","Única","","","3","NOROESTE"
"2019-03-21","14:06:00","SEM VÍTIMA","FINALIZADA","BAIRRO DO RECIFE","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-03-21","14:21:00","SEM VÍTIMA","DUPLICIDADE","BAIRRO DO RECIFE","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-03-21","14:27:00","SEM VÍTIMA","CANCELADA","MADALENA","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","4","OESTE"
"2019-03-21","14:36:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","1","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-21","15:08:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-03-21","15:23:00","COM VÍTIMA","FINALIZADA","CAMPO GRANDE","1","0","0","0","0","0","0","1","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-03-21","15:23:00","SEM VÍTIMA","FINALIZADA","CORDEIRO","1","1","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-03-21","15:41:00","SEM VÍTIMA","FINALIZADA","CABANGA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-21","17:07:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-03-21","17:23:00","SEM VÍTIMA","FINALIZADA","PARNAMIRIM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-21","17:39:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-03-21","18:06:00","SEM VÍTIMA","FINALIZADA","SANCHO","0","0","0","0","0","1","0","0","1","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-03-21","18:17:00","SEM VÍTIMA","FINALIZADA","SÃO JOSÉ","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-03-21","18:32:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-21","18:46:00","SEM VÍTIMA","CANCELADA","SANTO AMARO","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-03-21","18:52:00","SEM VÍTIMA","CANCELADA","ESPINHEIRO","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-03-21","18:59:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","1","1","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-03-21","19:03:00","SEM VÍTIMA","FINALIZADA","BREJO DA GUABIRABA","0","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-21","19:07:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-03-21","20:03:00","SEM VÍTIMA","FINALIZADA","BOA VISTA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","1","CENTRO"
"2019-03-21","20:07:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-21","21:34:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-03-22","01:23:00","SEM VÍTIMA","CANCELADA","IMBIRIBEIRA","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-03-22","07:00:00","SEM VÍTIMA","FINALIZADA","CABANGA","1","0","0","0","0","0","0","0","0","0","Bom","OUTROS","Seca","Perfeito estado","Única","","","1","CENTRO"
"2019-03-22","07:28:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","OUTROS","Dupla","","","6","SUL"
"2019-03-22","07:31:00","SEM VÍTIMA","FINALIZADA","CASA AMARELA","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-03-22","07:40:00","SEM VÍTIMA","FINALIZADA","BOA VISTA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-03-22","08:06:00","SEM VÍTIMA","FINALIZADA","ILHA DO LEITE","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","1","CENTRO"
